dh04,dh23,1
dh04,dh24,4
dh04,dh25,2
dh04,dh26,2
dh04,dh27,0
dh04,dh28,3
dh04,dh29,0
dh04,dh30,2
dh04,dh31,5
dh04,dh32,3
dh04,dh33,2
dh04,dh34,0
dh04,dh35,3
dh04,dh36,4
dh04,dh37,1
dh04,dh38,4
dh04,dh39,5
dh04,dh40,2
dh04,dh41,4
dh04,dh42,1
dh04,dh43,2
dh04,dh44,4
dh05,dh01,3
dh05,dh02,2
dh05,dh03,5
dh05,dh04,3
dh05,dh05,0
dh05,dh06,3
dh05,dh07,4
dh05,dh08,1
dh05,dh09,5
dh05,dh10,0
dh05,dh11,2
dh05,dh12,4
dh05,dh13,0
dh05,dh14,1
dh05,dh15,1
dh05,dh16,3
dh05,dh17,5
dh05,dh18,4
dh05,dh19,1
dh05,dh20,5
dh05,dh21,5
dh05,dh22,5
dh05,dh23,4
dh05,dh24,1
dh05,dh25,4
dh05,dh26,5
dh05,dh27,0
dh05,dh28,3
dh05,dh29,4
dh05,dh30,3
dh05,dh31,1
dh05,dh32,5
dh05,dh33,4
dh05,dh34,3
dh05,dh35,2
dh05,dh36,2
dh05,dh37,2
dh05,dh38,0
dh05,dh39,2
dh05,dh40,3
dh05,dh41,0
dh05,dh42,4
dh05,dh43,0
dh05,dh44,3
dh06,dh01,5
dh06,dh02,1
dh06,dh03,3
dh06,dh04,4
dh06,dh05,4
dh06,dh06,0
dh06,dh07,1
dh06,dh08,5
dh06,dh09,5
dh06,dh10,0
dh06,dh11,5
dh06,dh12,4
dh06,dh13,3
dh06,dh14,4
dh06,dh15,1
dh06,dh16,2
dh06,dh17,2
dh06,dh18,3
dh06,dh19,2
dh06,dh20,1
dh06,dh21,3
dh06,dh22,4
dh06,dh23,0
dh06,dh24,5
dh06,dh25,2
dh06,dh26,0
dh06,dh27,5
dh06,dh28,4
dh06,dh29,1
dh06,dh30,5
dh06,dh31,2
dh06,dh32,2
dh06,dh33,4
dh06,dh34,5
dh06,dh35,4
dh06,dh36,0
dh06,dh37,1
dh06,dh38,3
dh06,dh39,1
dh06,dh40,5
dh06,dh41,4
dh06,dh42,2
dh06,dh43,1
dh06,dh44,3
dh07,dh01,5
dh07,dh02,5
dh07,dh03,0
dh07,dh04,3
dh07,dh05,0
dh07,dh06,3
dh07,dh07,0
dh07,dh08,0
dh07,dh09,0
dh07,dh10,2
dh07,dh11,4
dh07,dh12,5
dh07,dh13,5
dh07,dh14,1
dh07,dh15,1
dh07,dh16,0
dh07,dh17,3
dh07,dh18,3
dh07,dh19,0
dh07,dh20,3
dh07,dh21,3
dh07,dh22,4
dh07,dh23,4
dh07,dh24,3
dh07,dh25,0
dh07,dh26,2
dh07,dh27,1
dh07,dh28,0
dh07,dh29,4
dh07,dh30,1
dh07,dh31,4
dh07,dh32,1
dh07,dh33,2
dh07,dh34,5
dh07,dh35,3
dh07,dh36,3
dh07,dh37,0
dh07,dh38,2
dh07,dh39,4
dh07,dh40,0
dh07,dh41,2
dh07,dh42,5
dh07,dh43,0
dh07,dh44,3
dh08,dh01,1
dh08,dh02,0
dh08,dh03,3
dh08,dh04,2
dh08,dh05,5
dh08,dh06,2
dh08,dh07,5
dh08,dh08,0
dh08,dh09,0
dh08,dh10,2
dh08,dh11,5
dh08,dh12,0
dh08,dh13,3
dh08,dh14,1
dh08,dh15,1
dh08,dh16,4
dh08,dh17,2
dh08,dh18,0
dh08,dh19,2
dh08,dh20,2
dh08,dh21,1
dh08,dh22,5
dh08,dh23,4
dh08,dh24,0
dh08,dh25,0
dh08,dh26,0
dh08,dh27,5
dh08,dh28,4
dh08,dh29,2
dh08,dh30,2
dh08,dh31,3
dh08,dh32,2
dh08,dh33,5
dh08,dh34,4
dh08,dh35,1
dh08,dh36,3
dh08,dh37,1
dh08,dh38,3
dh08,dh39,1
dh08,dh40,2
dh08,dh41,2
dh08,dh42,3
dh08,dh43,0
dh08,dh44,1
dh09,dh01,1
dh09,dh02,4
dh09,dh03,3
dh09,dh04,4
dh09,dh05,5
dh09,dh06,0
dh09,dh07,3
dh09,dh08,2
dh09,dh09,0
dh09,dh10,5
dh09,dh11,1
dh09,dh12,2
dh09,dh13,2
dh09,dh14,1
dh09,dh15,2
dh09,dh16,0
dh09,dh17,1
dh09,dh18,5
dh09,dh19,4
dh09,dh20,4
dh09,dh21,3
dh09,dh22,4
dh09,dh23,5
dh09,dh24,1
dh09,dh25,2
dh09,dh26,4
dh09,dh27,1
dh09,dh28,3
dh09,dh29,2
dh09,dh30,2
dh09,dh31,3
dh09,dh32,5
dh09,dh33,3
dh09,dh34,4
dh09,dh35,3
dh09,dh36,1
dh09,dh37,2
dh09,dh38,2
dh09,dh39,0
dh09,dh40,3
dh09,dh41,5
dh09,dh42,1
dh09,dh43,3
dh09,dh44,4
dh10,dh01,5
dh10,dh02,4
dh10,dh03,4
dh10,dh04,2
dh10,dh05,5
dh10,dh06,2
dh10,dh07,5
dh10,dh08,3
dh10,dh09,3
dh10,dh10,0
dh10,dh11,4
dh10,dh12,5
dh10,dh13,3
dh10,dh14,3
dh10,dh15,5
dh10,dh16,3
dh10,dh17,5
dh10,dh18,4
dh10,dh19,2
dh10,dh20,4
dh10,dh21,3
dh10,dh22,4
dh10,dh23,5
dh10,dh24,0
dh10,dh25,3
dh10,dh26,4
dh10,dh27,3
dh10,dh28,1
dh10,dh29,4
dh10,dh30,0
dh10,dh31,1
dh10,dh32,5
dh10,dh33,4
dh10,dh34,5
dh10,dh35,4
dh10,dh36,2
dh10,dh37,5
dh10,dh38,3
dh10,dh39,0
dh10,dh40,5
dh10,dh41,0
dh10,dh42,5
dh10,dh43,5
dh10,dh44,0
dh11,dh01,2
dh11,dh02,5
dh11,dh03,4
dh11,dh04,3
dh11,dh05,0
dh11,dh06,0
dh11,dh07,1
dh11,dh08,4
dh11,dh09,0
dh11,dh10,5
dh11,dh11,0
dh11,dh12,1
dh11,dh13,3
dh11,dh14,4
dh11,dh15,3
dh11,dh16,3
dh11,dh17,4
dh11,dh18,4
dh11,dh19,5
dh11,dh20,5
dh11,dh21,4
dh11,dh22,1
dh11,dh23,2
dh11,dh24,0
dh11,dh25,1
dh11,dh26,1
dh11,dh27,3
dh11,dh28,0
dh11,dh29,0
dh11,dh30,5
dh11,dh31,1
dh11,dh32,0
dh11,dh33,0
dh11,dh34,1
dh11,dh35,3
dh11,dh36,2
dh11,dh37,5
dh11,dh38,4
dh11,dh39,0
dh11,dh40,4
dh11,dh41,5
dh11,dh42,5
dh11,dh43,5
dh11,dh44,5
dh12,dh01,4
dh12,dh02,2
dh12,dh03,0
dh12,dh04,2
dh12,dh05,5
dh12,dh06,5
dh12,dh07,0
dh12,dh08,0
dh12,dh09,2
dh12,dh10,1
dh12,dh11,3
dh12,dh12,0
dh12,dh13,4
dh12,dh14,2
dh12,dh15,5
dh12,dh16,5
dh12,dh17,1
dh12,dh18,0
dh12,dh19,5
dh12,dh20,0
dh12,dh21,1
dh12,dh22,4
dh12,dh23,5
dh12,dh24,2
dh12,dh25,0
dh12,dh26,3
dh12,dh27,0
dh12,dh28,5
dh12,dh29,3
dh12,dh30,1
dh12,dh31,4
dh12,dh32,4
dh12,dh33,1
dh12,dh34,3
dh12,dh35,1
dh12,dh36,4
dh12,dh37,3
dh12,dh38,3
dh12,dh39,0
dh12,dh40,1
dh12,dh41,3
dh12,dh42,5
dh12,dh43,1
dh12,dh44,2
dh13,dh01,1
dh13,dh02,2
dh13,dh03,2
dh13,dh04,5
dh13,dh05,0
dh13,dh06,2
dh13,dh07,3
dh13,dh08,0
dh13,dh09,2
dh13,dh10,0
dh13,dh11,0
dh13,dh12,2
dh13,dh13,0
dh13,dh14,4
dh13,dh15,5
dh13,dh16,1
dh13,dh17,2
dh13,dh18,3
dh13,dh19,4
dh13,dh20,2
dh13,dh21,5
dh13,dh22,0
dh13,dh23,5
dh13,dh24,2
dh13,dh25,3
dh13,dh26,0
dh13,dh27,5
dh13,dh28,0
dh13,dh29,0
dh13,dh30,4
dh13,dh31,1
dh13,dh32,1
dh13,dh33,2
dh13,dh34,0
dh13,dh35,4
dh13,dh36,2
dh13,dh37,3
dh13,dh38,2
dh13,dh39,0
dh13,dh40,2
dh13,dh41,1
dh13,dh42,4
dh13,dh43,1
dh13,dh44,3
dh14,dh01,4
dh14,dh02,2
dh14,dh03,5
dh14,dh04,2
dh14,dh05,1
dh14,dh06,3
dh14,dh07,4
dh14,dh08,3
dh14,dh09,5
dh14,dh10,4
dh14,dh11,2
dh14,dh12,3
dh14,dh13,1
dh14,dh14,0
dh14,dh15,5
dh14,dh16,1
dh14,dh17,4
dh14,dh18,0
dh14,dh19,2
dh14,dh20,4
dh14,dh21,0
dh14,dh22,2
dh14,dh23,5
dh14,dh24,3
dh14,dh25,1
dh14,dh26,3
dh14,dh27,5
dh14,dh28,5
dh14,dh29,5
dh14,dh30,2
dh14,dh31,5
dh14,dh32,2
dh14,dh33,1
dh14,dh34,1
dh14,dh35,4
dh14,dh36,3
dh14,dh37,1
dh14,dh38,2
dh14,dh39,4
dh14,dh40,4
dh14,dh41,2
dh14,dh42,1
dh14,dh43,2
dh14,dh44,3
dh15,dh01,1
dh15,dh02,4
dh15,dh03,5
dh15,dh04,1
dh15,dh05,1
dh15,dh06,0
dh15,dh07,5
dh15,dh08,3
dh15,dh09,0
dh15,dh10,3
dh15,dh11,2
dh15,dh12,5
dh15,dh13,5
dh15,dh14,0
dh15,dh15,0
dh15,dh16,1
dh15,dh17,4
dh15,dh18,4
dh15,dh19,5
dh15,dh20,1
dh15,dh21,2
dh15,dh22,4
dh15,dh23,0
dh15,dh24,5
dh15,dh25,1
dh15,dh26,3
dh15,dh27,2
dh15,dh28,3
dh15,dh29,3
dh15,dh30,2
dh15,dh31,3
dh15,dh32,4
dh15,dh33,0
dh15,dh34,4
dh15,dh35,0
dh15,dh36,2
dh15,dh37,4
dh15,dh38,0
dh15,dh39,4
dh15,dh40,3
dh15,dh41,3
dh15,dh42,0
dh15,dh43,0
dh15,dh44,5
dh16,dh01,1
dh16,dh02,5
dh16,dh03,1
dh16,dh04,0
dh16,dh05,2
dh16,dh06,1
dh16,dh07,3
dh16,dh08,2
dh16,dh09,5
dh16,dh10,5
dh16,dh11,0
dh16,dh12,0
dh16,dh13,5
dh16,dh14,0
dh16,dh15,5
dh16,dh16,0
dh16,dh17,2
dh16,dh18,3
dh16,dh19,5
dh16,dh20,1
dh16,dh21,2
dh16,dh22,0
dh16,dh23,4
dh16,dh24,3
dh16,dh25,4
dh16,dh26,3
dh16,dh27,1
dh16,dh28,3
dh16,dh29,2
dh16,dh30,1
dh16,dh31,2
dh16,dh32,5
dh16,dh33,1
dh16,dh34,2
dh16,dh35,1
dh16,dh36,2
dh16,dh37,4
dh16,dh38,4
dh16,dh39,4
dh16,dh40,1
dh16,dh41,4
dh16,dh42,4
dh16,dh43,4
dh16,dh44,3
dh17,dh01,0
dh17,dh02,0
dh17,dh03,3
dh17,dh04,0
dh17,dh05,2
dh17,dh06,4
dh17,dh07,1
dh17,dh08,2
dh17,dh09,3
dh17,dh10,5
dh17,dh11,4
dh17,dh12,4
dh17,dh13,4
dh17,dh14,2
dh17,dh15,2
dh17,dh16,5
dh17,dh17,0
dh17,dh18,1
dh17,dh19,0
dh17,dh20,0
dh17,dh21,0
dh17,dh22,3
dh17,dh23,2
dh17,dh24,0
dh17,dh25,2
dh17,dh26,2
dh17,dh27,1
dh17,dh28,4
dh17,dh29,0
dh17,dh30,0
dh17,dh31,4
dh17,dh32,4
dh17,dh33,2
dh17,dh34,2
dh17,dh35,0
dh17,dh36,4
dh17,dh37,5
dh17,dh38,5
dh17,dh39,4
dh17,dh40,2
dh17,dh41,1
dh17,dh42,4
dh17,dh43,2
dh17,dh44,4
dh18,dh01,3
dh18,dh02,5
dh18,dh03,3
dh18,dh04,3
dh18,dh05,4
dh18,dh06,5
dh18,dh07,3
dh18,dh08,4
dh18,dh09,0
dh18,dh10,3
dh18,dh11,0
dh18,dh12,4
dh18,dh13,2
dh18,dh14,2
dh18,dh15,1
dh18,dh16,4
dh18,dh17,2
dh18,dh18,0
dh18,dh19,1
dh18,dh20,3
dh18,dh21,2
dh18,dh22,0
dh18,dh23,3
dh18,dh24,0
dh18,dh25,4
dh18,dh26,3
dh18,dh27,0
dh18,dh28,4
dh18,dh29,2
dh18,dh30,5
dh18,dh31,0
dh18,dh32,5
dh18,dh33,0
dh18,dh34,5
dh18,dh35,3
dh18,dh36,3
dh18,dh37,1
dh18,dh38,3
dh18,dh39,2
dh18,dh40,0
dh18,dh41,5
dh18,dh42,0
dh18,dh43,4
dh18,dh44,2
dh19,dh01,4
dh19,dh02,1
dh19,dh03,1
dh19,dh04,0
dh19,dh05,1
dh19,dh06,3
dh19,dh07,2
dh19,dh08,5
dh19,dh09,1
dh19,dh10,1
dh19,dh11,0
dh19,dh12,1
dh19,dh13,3
dh19,dh14,3
dh19,dh15,4
dh19,dh16,4
dh19,dh17,0
dh19,dh18,4
dh19,dh19,0
dh19,dh20,0
dh19,dh21,3
dh19,dh22,4
dh19,dh23,4
dh19,dh24,0
dh19,dh25,5
dh19,dh26,4
dh19,dh27,0
dh19,dh28,3
dh19,dh29,4
dh19,dh30,5
dh19,dh31,4
dh19,dh32,5
dh19,dh33,2
dh19,dh34,5
dh19,dh35,0
dh19,dh36,1
dh19,dh37,3
dh19,dh38,1
dh19,dh39,0
dh19,dh40,5
dh19,dh41,3
dh19,dh42,1
dh19,dh43,4
dh19,dh44,1
dh20,dh01,4
dh20,dh02,3
dh20,dh03,0
dh20,dh04,1
dh20,dh05,1
dh20,dh06,1
dh20,dh07,5
dh20,dh08,1
dh20,dh09,3
dh20,dh10,0
dh20,dh11,4
dh20,dh12,4
dh20,dh13,2
dh20,dh14,0
dh20,dh15,5
dh20,dh16,3
dh20,dh17,1
dh20,dh18,5
dh20,dh19,2
dh20,dh20,0
dh20,dh21,3
dh20,dh22,5
dh20,dh23,3
dh20,dh24,5
dh20,dh25,3
dh20,dh26,3
dh20,dh27,5
dh20,dh28,1
dh20,dh29,3
dh20,dh30,2
dh20,dh31,5
dh20,dh32,3
dh20,dh33,5
dh20,dh34,3
dh20,dh35,2
dh20,dh36,2
dh20,dh37,2
dh20,dh38,0
dh20,dh39,1
dh20,dh40,2
dh20,dh41,5
dh20,dh42,1
dh20,dh43,0
dh20,dh44,3
dh21,dh01,5
dh21,dh02,0
dh21,dh03,1
dh21,dh04,4
dh21,dh05,3
dh21,dh06,4
dh21,dh07,1
dh21,dh08,2
dh21,dh09,3
dh21,dh10,0
dh21,dh11,3
dh21,dh12,5
dh21,dh13,1
dh21,dh14,3
dh21,dh15,4
dh21,dh16,0
dh21,dh17,0
dh21,dh18,5
dh21,dh19,1
dh21,dh20,2
dh21,dh21,0
dh21,dh22,4
dh21,dh23,1
dh21,dh24,2
dh21,dh25,2
dh21,dh26,2
dh21,dh27,1
dh21,dh28,3
dh21,dh29,2
dh21,dh30,5
dh21,dh31,3
dh21,dh32,3
dh21,dh33,1
dh21,dh34,1
dh21,dh35,1
dh21,dh36,1
dh21,dh37,1
dh21,dh38,5
dh21,dh39,3
dh21,dh40,5
dh21,dh41,0
dh21,dh42,3
dh21,dh43,0
dh21,dh44,5
dh22,dh01,1
dh22,dh02,1
dh22,dh03,4
dh22,dh04,0
dh22,dh05,5
dh22,dh06,3
dh22,dh07,2
dh22,dh08,2
dh22,dh09,3
dh22,dh10,3
dh22,dh11,4
dh22,dh12,5
dh22,dh13,0
dh22,dh14,3
dh22,dh15,5
dh22,dh16,0
dh22,dh17,5
dh22,dh18,2
dh22,dh19,2
dh22,dh20,4
dh22,dh21,5
dh22,dh22,0
dh22,dh23,4
dh22,dh24,1
dh22,dh25,5
dh22,dh26,4
dh22,dh27,1
dh22,dh28,3
dh22,dh29,0
dh22,dh30,2
dh22,dh31,1
dh22,dh32,2
dh22,dh33,5
dh22,dh34,2
dh22,dh35,5
dh22,dh36,3
dh22,dh37,3
dh22,dh38,2
dh22,dh39,2
dh22,dh40,4
dh22,dh41,5
dh22,dh42,3
dh22,dh43,0
dh22,dh44,4
dh23,dh01,5
dh23,dh02,4
dh23,dh03,1
dh23,dh04,2
dh23,dh05,5
dh23,dh06,1
dh23,dh07,0
dh23,dh08,4
dh23,dh09,5
dh23,dh10,4
dh23,dh11,1
dh23,dh12,1
dh23,dh13,1
dh23,dh14,0
dh23,dh15,2
dh23,dh16,2
dh23,dh17,0
dh23,dh18,1
dh23,dh19,0
dh23,dh20,4
dh23,dh21,1
dh23,dh22,0
dh23,dh23,0
dh23,dh24,4
dh23,dh25,4
dh23,dh26,0
dh23,dh27,1
dh23,dh28,3
dh23,dh29,0
dh23,dh30,1
dh23,dh31,2
dh23,dh32,0
dh23,dh33,5
dh23,dh34,3
dh23,dh35,4
dh23,dh36,5
dh23,dh37,3
dh23,dh38,5
dh23,dh39,1
dh23,dh40,4
dh23,dh41,4
dh23,dh42,5
dh23,dh43,0
dh23,dh44,0
dh24,dh01,1
dh24,dh02,1
dh24,dh03,3
dh24,dh04,1
dh24,dh05,4
dh24,dh06,5
dh24,dh07,4
dh24,dh08,4
dh24,dh09,2
dh24,dh10,2
dh24,dh11,5
dh24,dh12,0
dh24,dh13,3
dh24,dh14,1
dh24,dh15,0
dh24,dh16,2
dh24,dh17,5
dh24,dh18,3
dh24,dh19,1
dh24,dh20,2
dh24,dh21,3
dh24,dh22,5
dh24,dh23,2
dh24,dh24,0
dh24,dh25,4
dh24,dh26,1
dh24,dh27,3
dh24,dh28,0
dh24,dh29,5
dh24,dh30,1
dh24,dh31,5
dh24,dh32,1
dh24,dh33,3
dh24,dh34,3
dh24,dh35,2
dh24,dh36,1
dh24,dh37,4
dh24,dh38,5
dh24,dh39,4
dh24,dh40,1
dh24,dh41,0
dh24,dh42,1
dh24,dh43,2
dh24,dh44,1
dh25,dh01,4
dh25,dh02,0
dh25,dh03,0
dh25,dh04,1
dh25,dh05,1
dh25,dh06,3
dh25,dh07,5
dh25,dh08,4
dh25,dh09,3
dh25,dh10,5
dh25,dh11,5
dh25,dh12,3
dh25,dh13,5
dh25,dh14,4
dh25,dh15,4
dh25,dh16,0
dh25,dh17,1
dh25,dh18,5
dh25,dh19,5
dh25,dh20,0
dh25,dh21,5
dh25,dh22,0
dh25,dh23,5
dh25,dh24,5
dh25,dh25,0
dh25,dh26,4
dh25,dh27,4
dh25,dh28,0
dh25,dh29,1
dh25,dh30,3
dh25,dh31,2
dh25,dh32,0
dh25,dh33,2
dh25,dh34,0
dh25,dh35,1
dh25,dh36,2
dh25,dh37,4
dh25,dh38,3
dh25,dh39,3
dh25,dh40,2
dh25,dh41,4
dh25,dh42,1
dh25,dh43,5
dh25,dh44,0
dh26,dh01,1
dh26,dh02,4
dh26,dh03,4
dh26,dh04,3
dh26,dh05,5
dh26,dh06,1
dh26,dh07,3
dh26,dh08,5
dh26,dh09,5
dh26,dh10,3
dh26,dh11,5
dh26,dh12,3
dh26,dh13,1
dh26,dh14,0
dh26,dh15,4
dh26,dh16,5
dh26,dh17,5
dh26,dh18,5
dh26,dh19,2
dh26,dh20,3
dh26,dh21,2
dh26,dh22,3
dh26,dh23,2
dh26,dh24,0
dh26,dh25,2
dh26,dh26,0
dh26,dh27,3
dh26,dh28,1
dh26,dh29,5
dh26,dh30,3
dh26,dh31,0
dh26,dh32,0
dh26,dh33,2
dh26,dh34,0
dh26,dh35,0
dh26,dh36,5
dh26,dh37,2
dh26,dh38,5
dh26,dh39,1
dh26,dh40,3
dh26,dh41,1
dh26,dh42,5
dh26,dh43,5
dh26,dh44,5
dh27,dh01,2
dh27,dh02,3
dh27,dh03,1
dh27,dh04,5
dh27,dh05,5
dh27,dh06,4
dh27,dh07,0
dh27,dh08,1
dh27,dh09,3
dh27,dh10,0
dh27,dh11,2
dh27,dh12,2
dh27,dh13,5
dh27,dh14,5
dh27,dh15,5
dh27,dh16,0
dh27,dh17,1
dh27,dh18,1
dh27,dh19,2
dh27,dh20,0
dh27,dh21,5
dh27,dh22,1
dh27,dh23,1
dh27,dh24,0
dh27,dh25,4
dh27,dh26,3
dh27,dh27,0
dh27,dh28,3
dh27,dh29,1
dh27,dh30,3
dh27,dh31,4
dh27,dh32,5
dh27,dh33,1
dh27,dh34,2
dh27,dh35,3
dh27,dh36,4
dh27,dh37,4
dh27,dh38,0
dh27,dh39,4
dh27,dh40,1
dh27,dh41,2
dh27,dh42,1
dh27,dh43,4
dh27,dh44,0
dh28,dh01,5
dh28,dh02,4
dh28,dh03,1
dh28,dh04,1
dh28,dh05,3
dh28,dh06,0
dh28,dh07,5
dh28,dh08,4
dh28,dh09,4
dh28,dh10,0
dh28,dh11,0
dh28,dh12,0
dh28,dh13,2
dh28,dh14,3
dh28,dh15,4
dh28,dh16,5
dh28,dh17,3
dh28,dh18,3
dh28,dh19,0
dh28,dh20,1
dh28,dh21,1
dh28,dh22,2
dh28,dh23,4
dh28,dh24,2
dh28,dh25,4
dh28,dh26,3
dh28,dh27,0
dh28,dh28,0
dh28,dh29,3
dh28,dh30,2
dh28,dh31,5
dh28,dh32,4
dh28,dh33,1
dh28,dh34,5
dh28,dh35,1
dh28,dh36,4
dh28,dh37,5
dh28,dh38,5
dh28,dh39,2
dh28,dh40,5
dh28,dh41,4
dh28,dh42,5
dh28,dh43,2
dh28,dh44,0
dh29,dh01,2
dh29,dh02,5
dh29,dh03,5
dh29,dh04,3
dh29,dh05,0
dh29,dh06,4
dh29,dh07,1
dh29,dh08,0
dh29,dh09,2
dh29,dh10,2
dh29,dh11,0
dh29,dh12,0
dh29,dh13,4
dh29,dh14,3
dh29,dh15,5
dh29,dh16,1
dh29,dh17,1
dh29,dh18,5
dh29,dh19,2
dh29,dh20,0
dh29,dh21,1
dh29,dh22,4
dh29,dh23,2
dh29,dh24,2
dh29,dh25,2
dh29,dh26,2
dh29,dh27,5
dh29,dh28,2
dh29,dh29,0
dh29,dh30,2
dh29,dh31,4
dh29,dh32,1
dh29,dh33,1
dh29,dh34,4
dh29,dh35,2
dh29,dh36,2
dh29,dh37,3
dh29,dh38,0
dh29,dh39,3
dh29,dh40,0
dh29,dh41,2
dh29,dh42,1
dh29,dh43,4
dh29,dh44,1
dh30,dh01,2
dh30,dh02,4
dh30,dh03,4
dh30,dh04,3
dh30,dh05,1
dh30,dh06,1
dh30,dh07,3
dh30,dh08,3
dh30,dh09,4
dh30,dh10,1
dh30,dh11,2
dh30,dh12,2
dh30,dh13,3
dh30,dh14,4
dh30,dh15,0
dh30,dh16,4
dh30,dh17,3
dh30,dh18,3
dh30,dh19,2
dh30,dh20,2
dh30,dh21,2
dh30,dh22,1
dh30,dh23,2
dh30,dh24,1
dh30,dh25,5
dh30,dh26,4
dh30,dh27,4
dh30,dh28,0
dh30,dh29,5
dh30,dh30,0
dh30,dh31,5
dh30,dh32,0
dh30,dh33,4
dh30,dh34,5
dh30,dh35,1
dh30,dh36,4
dh30,dh37,1
dh30,dh38,0
dh30,dh39,0
dh30,dh40,1
dh30,dh41,1
dh30,dh42,0
dh30,dh43,5
dh30,dh44,3
dh31,dh01,4
dh31,dh02,0
dh31,dh03,3
dh31,dh04,5
dh31,dh05,2
dh31,dh06,2
dh31,dh07,1
dh31,dh08,4
dh31,dh09,5
dh31,dh10,3
dh31,dh11,1
dh31,dh12,2
dh31,dh13,5
dh31,dh14,2
dh31,dh15,1
dh31,dh16,1
dh31,dh17,0
dh31,dh18,4
dh31,dh19,3
dh31,dh20,5
dh31,dh21,3
dh31,dh22,0
dh31,dh23,2
dh31,dh24,3
dh31,dh25,0
dh31,dh26,0
dh31,dh27,3
dh31,dh28,4
dh31,dh29,0
dh31,dh30,5
dh31,dh31,0
dh31,dh32,0
dh31,dh33,3
dh31,dh34,4
dh31,dh35,5
dh31,dh36,4
dh31,dh37,4
dh31,dh38,1
dh31,dh39,0
dh31,dh40,3
dh31,dh41,1
dh31,dh42,4
dh31,dh43,2
dh31,dh44,0
dh32,dh01,1
dh32,dh02,4
dh32,dh03,1
dh32,dh04,2
dh32,dh05,0
dh32,dh06,0
dh32,dh07,2
dh32,dh08,1
dh32,dh09,4
dh32,dh10,0
dh32,dh11,5
dh32,dh12,3
dh32,dh13,5
dh32,dh14,3
dh32,dh15,4
dh32,dh16,4
dh32,dh17,4
dh32,dh18,3
dh32,dh19,3
dh32,dh20,3
dh32,dh21,2
dh32,dh22,5
dh32,dh23,5
dh32,dh24,5
dh32,dh25,0
dh32,dh26,5
dh32,dh27,5
dh32,dh28,4
dh32,dh29,4
dh32,dh30,5
dh32,dh31,2
dh32,dh32,0
dh32,dh33,0
dh32,dh34,2
dh32,dh35,0
dh32,dh36,1
